num_licitacao,cod_ug,dat_resultado,modal_compra,objeto,cnpj,ind_matriz,razao_social,situacao_cadastral,dat_sit_cadastral,ano_sit_cadastral,motiv_sit_cadastral,tipo_nat_juridica,dat_ini_ativ,ano_ini_ativ,setor_cnae,qualif_resp,porte_empr,opt_simples
000012020,153063,2020-01-03,"Inexigibilidade de Licitação","Contrato de Concessão de Uso Real de Bem Público - banco do Brasil",00000000000191,1,"BANCO DO BRASIL SA",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1966-08-01,1966,"Bancos múltiplos","Diretor ",Demais,"Nao Optante"
000012020,153063,2020-08-25,"Pregão - Registro de Preço","Pregão Eletrônico -  Aquisição de GÊNEROS ALIMENTÍCIOS PERECÍVEIS   PROTEINA, para atender ao Restaurante Universitárioda UFPA",00000000000191,1,"BANCO DO BRASIL SA",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1966-08-01,1966,"Bancos múltiplos","Diretor ",Demais,"Nao Optante"
000012020,153065,2020-01-31,"Dispensa de Licitação","Serviços Bancários complementar p/ atender pagamento de contratação do fornecedor estrangeiro Clarivate Analytics para o fornecimento de serviço de avaliação de pesquisa, baseada em citações online, através de plataforma incites.",00000000429945,2,"BANCO DO BRASIL SA",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1998-05-21,1998,"Bancos comerciais","Diretor ",Demais,"Nao Optante"
000012020,153065,2020-01-31,"Inexigibilidade de Licitação","Pagamento complementar em moeda estrangeira referente à contratação do fornecedor estrangeiro Clarivate Analytics para o fornecimento do serviço de avaliação de pesquisa, baseada em citações online, através da plataforma incites. Conforme Proc.230",00000000429945,2,"BANCO DO BRASIL SA",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1998-05-21,1998,"Bancos comerciais","Diretor ",Demais,"Nao Optante"
000012020,153065,2020-05-21,"Pregão - Registro de Preço","Pregão Eletrônico -  Contratação de serviços de locação de veículos, sem franquia, em caráter eventual, para atender às necessidades dos trabalhos de transporte da UFPB",00000000429945,2,"BANCO DO BRASIL SA",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1998-05-21,1998,"Bancos comerciais","Diretor ",Demais,"Nao Optante"
000012020,153079,2020-01-10,"Dispensa de Licitação","Renovação de TOKEN",33683111000107,1,"SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO)",Ativa,2004-05-22,2004,NULL,"Entidades Empresariais",1967-06-30,1967,"Consultoria em tecnologia da informação","Presidente ",Demais,"Nao Optante"
000012020,153079,2020-01-22,"Inexigibilidade de Licitação","Fornecimento DE ÁGUA E SERVIÇOS DE ESGOTO DA REDE  DE ABASTECIMENTO DO PARANÁ",33683111000107,1,"SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO)",Ativa,2004-05-22,2004,NULL,"Entidades Empresariais",1967-06-30,1967,"Consultoria em tecnologia da informação","Presidente ",Demais,"Nao Optante"
000012020,153079,2020-01-10,"Dispensa de Licitação","Renovação de TOKEN",76484013000145,1,"COMPANHIA DE SANEAMENTO DO PARANA SANEPAR",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1968-01-26,1968,Captação,"Presidente ",Demais,"Nao Optante"
000012020,153079,2020-01-22,"Inexigibilidade de Licitação","Fornecimento DE ÁGUA E SERVIÇOS DE ESGOTO DA REDE  DE ABASTECIMENTO DO PARANÁ",76484013000145,1,"COMPANHIA DE SANEAMENTO DO PARANA SANEPAR",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1968-01-26,1968,Captação,"Presidente ",Demais,"Nao Optante"
000012020,153080,2020-01-29,"Dispensa de Licitação","Contratação EM CARÁTER EMERGENCIAL de serviços continuados de limpeza e conservação das áreas externas abertas para atender o Campus Recife da UFPE, exceto Hospital das Clínicas, correspondendo a um total de 945.598,61 m², com disponibilização de",01781573000162,1,"R.P.L ENGENHARIA E SERVICOS LTDA",Ativa,2005-10-22,2005,NULL,"Entidades Empresariais",1997-03-25,1997,"Fornecimento e gestão de recursos humanos para terceiros","Sócio-Administrador ",Demais,"Nao Optante"
000012020,153080,2020-03-26,"Pregão - Registro de Preço","Pregão Eletrônico -  Registro de preços para eventual aquisição de UTENSÍLIOS DE COPA E COZINHA (talheres, louças e demais itens) para atender as necessidades da Universidade Federal de Pernambuco, conforme condições, quantidades e exigências esta",01781573000162,1,"R.P.L ENGENHARIA E SERVICOS LTDA",Ativa,2005-10-22,2005,NULL,"Entidades Empresariais",1997-03-25,1997,"Fornecimento e gestão de recursos humanos para terceiros","Sócio-Administrador ",Demais,"Nao Optante"
000012020,153080,2020-04-08,"Inexigibilidade de Licitação","Serviço de Terceiros Pessoa-Jurídica. Anuidade 2020 da PG-Hotelaria e Turismo - UFPE",01781573000162,1,"R.P.L ENGENHARIA E SERVICOS LTDA",Ativa,2005-10-22,2005,NULL,"Entidades Empresariais",1997-03-25,1997,"Fornecimento e gestão de recursos humanos para terceiros","Sócio-Administrador ",Demais,"Nao Optante"
000012020,153103,2020-01-24,"Dispensa de Licitação","Locação de 800 becas para discentes a serem utilizadas nas colações de grau dos cursos de graduação, nos dias 11, 12, 18, 19 e 20 de fevereiro de 2019, no hotel Imirá, Natal/RN.",05842898000169,1,"J CLAUDIO G DE PAIVA",Ativa,2005-09-10,2005,NULL,"Entidades Empresariais",2003-08-26,2003,"Serviços de organização de feiras","Empresário ","Micro Empresa",Optante
000012020,153103,2020-04-27,"Inexigibilidade de Licitação","Inscrição dos servidores Diego Brito Cruz de matrícula nº 1044127 e Paulo José Pereira de matrícula nº 2255892 no curso ao vivo e online de Capacitação e Atualização de Pregoeiros com enfoque no Decreto Federal 10.024/19 (incluindo as inovações da",05842898000169,1,"J CLAUDIO G DE PAIVA",Ativa,2005-09-10,2005,NULL,"Entidades Empresariais",2003-08-26,2003,"Serviços de organização de feiras","Empresário ","Micro Empresa",Optante
000012020,153114,2020-01-28,"Pregão - Registro de Preço","Pregão Eletrônico -  Aquisição de ração animal, feno de alfafa e aveia branca em grão",22011004000108,1,"GILVANI EICHELBERGER DOS SANTOS",Ativa,2015-03-09,2015,NULL,"Entidades Empresariais",2015-03-09,2015,"Comércio atacadista de alimentos para animais","Empresário ","Micro Empresa",Optante
000012020,153114,2020-01-02,"Dispensa de Licitação","Contratação de fundação para apoiar a execução de projeto financeiro de Curso de Pós-Graduação Lato Sensu.",22011004000108,1,"GILVANI EICHELBERGER DOS SANTOS",Ativa,2015-03-09,2015,NULL,"Entidades Empresariais",2015-03-09,2015,"Comércio atacadista de alimentos para animais","Empresário ","Micro Empresa",Optante
000012020,153114,2020-01-21,"Inexigibilidade de Licitação","Chamado técnico para as maquinas de corte a laser da Oficina de Modelos e Protótipos da FA. Patrimônios: 519205 e 533263",22011004000108,1,"GILVANI EICHELBERGER DOS SANTOS",Ativa,2015-03-09,2015,NULL,"Entidades Empresariais",2015-03-09,2015,"Comércio atacadista de alimentos para animais","Empresário ","Micro Empresa",Optante
000012020,153114,2020-04-17,"Tomada de Preços","Contratação de empresa para instalação do segundo elevador do prédio da faculdade de arquitetura da ufrgs, incluso instalações civis e manutenção preventiva e corretiva.",22011004000108,1,"GILVANI EICHELBERGER DOS SANTOS",Ativa,2015-03-09,2015,NULL,"Entidades Empresariais",2015-03-09,2015,"Comércio atacadista de alimentos para animais","Empresário ","Micro Empresa",Optante
000012020,153114,2020-01-28,"Pregão - Registro de Preço","Pregão Eletrônico -  Aquisição de ração animal, feno de alfafa e aveia branca em grão",28094497000173,1,"FRANCINE GIANA GUIDO E CIA LTDA",Ativa,2017-07-03,2017,NULL,"Entidades Empresariais",2017-07-03,2017,"Transporte rodoviário de carga","Sócio-Administrador ","Micro Empresa","Nao Optante"
000012020,153114,2020-01-02,"Dispensa de Licitação","Contratação de fundação para apoiar a execução de projeto financeiro de Curso de Pós-Graduação Lato Sensu.",28094497000173,1,"FRANCINE GIANA GUIDO E CIA LTDA",Ativa,2017-07-03,2017,NULL,"Entidades Empresariais",2017-07-03,2017,"Transporte rodoviário de carga","Sócio-Administrador ","Micro Empresa","Nao Optante"
000012020,153114,2020-01-21,"Inexigibilidade de Licitação","Chamado técnico para as maquinas de corte a laser da Oficina de Modelos e Protótipos da FA. Patrimônios: 519205 e 533263",28094497000173,1,"FRANCINE GIANA GUIDO E CIA LTDA",Ativa,2017-07-03,2017,NULL,"Entidades Empresariais",2017-07-03,2017,"Transporte rodoviário de carga","Sócio-Administrador ","Micro Empresa","Nao Optante"
000012020,153114,2020-04-17,"Tomada de Preços","Contratação de empresa para instalação do segundo elevador do prédio da faculdade de arquitetura da ufrgs, incluso instalações civis e manutenção preventiva e corretiva.",28094497000173,1,"FRANCINE GIANA GUIDO E CIA LTDA",Ativa,2017-07-03,2017,NULL,"Entidades Empresariais",2017-07-03,2017,"Transporte rodoviário de carga","Sócio-Administrador ","Micro Empresa","Nao Optante"
000012020,153114,2020-01-28,"Pregão - Registro de Preço","Pregão Eletrônico -  Aquisição de ração animal, feno de alfafa e aveia branca em grão",74704008000175,1,"FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DO RGS",Ativa,1999-04-16,1999,NULL,"Entidades sem Fins Lucrativos",1994-07-28,1994,"Administração pública em geral","Diretor ",Demais,"Nao Optante"
000012020,153114,2020-01-02,"Dispensa de Licitação","Contratação de fundação para apoiar a execução de projeto financeiro de Curso de Pós-Graduação Lato Sensu.",74704008000175,1,"FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DO RGS",Ativa,1999-04-16,1999,NULL,"Entidades sem Fins Lucrativos",1994-07-28,1994,"Administração pública em geral","Diretor ",Demais,"Nao Optante"
000012020,153114,2020-01-21,"Inexigibilidade de Licitação","Chamado técnico para as maquinas de corte a laser da Oficina de Modelos e Protótipos da FA. Patrimônios: 519205 e 533263",74704008000175,1,"FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DO RGS",Ativa,1999-04-16,1999,NULL,"Entidades sem Fins Lucrativos",1994-07-28,1994,"Administração pública em geral","Diretor ",Demais,"Nao Optante"
000012020,153114,2020-04-17,"Tomada de Preços","Contratação de empresa para instalação do segundo elevador do prédio da faculdade de arquitetura da ufrgs, incluso instalações civis e manutenção preventiva e corretiva.",74704008000175,1,"FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DO RGS",Ativa,1999-04-16,1999,NULL,"Entidades sem Fins Lucrativos",1994-07-28,1994,"Administração pública em geral","Diretor ",Demais,"Nao Optante"
000012020,153114,2020-01-28,"Pregão - Registro de Preço","Pregão Eletrônico -  Aquisição de ração animal, feno de alfafa e aveia branca em grão",04698769000186,1,"AUTOMATISA SISTEMAS LTDA",Ativa,2001-10-01,2001,NULL,"Entidades Empresariais",2001-10-01,2001,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente","Sócio-Administrador ",Demais,"Nao Optante"
000012020,153114,2020-01-02,"Dispensa de Licitação","Contratação de fundação para apoiar a execução de projeto financeiro de Curso de Pós-Graduação Lato Sensu.",04698769000186,1,"AUTOMATISA SISTEMAS LTDA",Ativa,2001-10-01,2001,NULL,"Entidades Empresariais",2001-10-01,2001,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente","Sócio-Administrador ",Demais,"Nao Optante"
000012020,153114,2020-01-21,"Inexigibilidade de Licitação","Chamado técnico para as maquinas de corte a laser da Oficina de Modelos e Protótipos da FA. Patrimônios: 519205 e 533263",04698769000186,1,"AUTOMATISA SISTEMAS LTDA",Ativa,2001-10-01,2001,NULL,"Entidades Empresariais",2001-10-01,2001,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente","Sócio-Administrador ",Demais,"Nao Optante"
000012020,153114,2020-04-17,"Tomada de Preços","Contratação de empresa para instalação do segundo elevador do prédio da faculdade de arquitetura da ufrgs, incluso instalações civis e manutenção preventiva e corretiva.",04698769000186,1,"AUTOMATISA SISTEMAS LTDA",Ativa,2001-10-01,2001,NULL,"Entidades Empresariais",2001-10-01,2001,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente","Sócio-Administrador ",Demais,"Nao Optante"
000012020,153115,2020-01-24,Pregão,"Pregão Eletrônico -  Aquisição continuada de diversos tipos de gases, visando atender às necessidades de diversas Unidades da UNIVERSIDADE FEDERAL DO RIO DE JANEIRO",02602747000145,1,"DIGISERVI TRADING EIRELI",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1998-06-10,1998,"Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo","Titular Pessoa Física Residente ou Domiciliado no Brasil","Pequeno Porte",Optante
000012020,153115,2020-01-16,"Dispensa de Licitação","Aquisição de cafeteira elétrica em aço com controle termostático de temperatura, 220V, resistências de imersão com capacidade de pelo menos 20 L. Referência Monarcha Mi1c",02602747000145,1,"DIGISERVI TRADING EIRELI",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1998-06-10,1998,"Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo","Titular Pessoa Física Residente ou Domiciliado no Brasil","Pequeno Porte",Optante
000012020,153119,2020-01-17,"Dispensa de Licitação","Serviço de manutenção em 14 extintores de incêndio com substituição de peças conforme orçamento constante dos autos.",26401298000135,1,"BRAZIL SAFETY SERVICE RIO COMERCIO DE EQUIPAMENTOS LTDA",Ativa,2016-10-21,2016,NULL,"Entidades Empresariais",2016-10-21,2016,"Comércio varejista de outros artigos de uso doméstico não especificados anteriormente","Sócio-Administrador ",Demais,Optante
000012020,153120,2020-01-21,"Dispensa de Licitação","Aquisição de material de consumo (telhas).",21104263000110,1,"V&R PAPELARIA E SUPRIMENTOS DE INFORMATICA LTDA",Ativa,2014-09-03,2014,NULL,"Entidades Empresariais",2014-09-03,2014,"Comércio atacadista de artigos de escritório e de papelaria","Sócio-Administrador ","Micro Empresa",Optante
000012020,153130,2020-01-28,"Dispensa de Licitação","Contratação / Locação de 2 onibus de viagem para 88 pessoas, alunos deste Instituto,  que irão participar do Encontro Anticapitalista de verão em Teresópolis.",18119836000175,1,"LANNES TOUR TRANSPORTES LTDA",Ativa,2013-05-15,2013,NULL,"Entidades Empresariais",2013-05-15,2013,"Locação de automóveis sem condutor","Sócio-Administrador ","Micro Empresa",Optante
000012020,153149,2020-01-23,"Dispensa de Licitação","Aquisição de medicamentos para reposição do estoque da Farmácia.",07847837000110,1,"CIENTIFICA MEDICA HOSPITALAR LTDA",Ativa,2006-02-14,2006,NULL,"Entidades Empresariais",2006-02-14,2006,"Comércio atacadista de instrumentos e materiais para uso médico","Sócio-Administrador ",Demais,Excluido
000012020,153149,2020-01-29,"Inexigibilidade de Licitação","Despesa de concessionárias de água, luz e gás encanado na residência terapêutica situada a Rua Professor Gabizo 173a",07847837000110,1,"CIENTIFICA MEDICA HOSPITALAR LTDA",Ativa,2006-02-14,2006,NULL,"Entidades Empresariais",2006-02-14,2006,"Comércio atacadista de instrumentos e materiais para uso médico","Sócio-Administrador ",Demais,Excluido
000012020,153149,2020-01-23,"Dispensa de Licitação","Aquisição de medicamentos para reposição do estoque da Farmácia.",17624789000154,1,"LINEA-RJ COMERCIO LTDA",Ativa,2013-02-22,2013,NULL,"Entidades Empresariais",2013-02-22,2013,"Comércio atacadista de medicamentos e drogas de uso humano","Sócio-Administrador ",Demais,Excluido
000012020,153149,2020-01-29,"Inexigibilidade de Licitação","Despesa de concessionárias de água, luz e gás encanado na residência terapêutica situada a Rua Professor Gabizo 173a",17624789000154,1,"LINEA-RJ COMERCIO LTDA",Ativa,2013-02-22,2013,NULL,"Entidades Empresariais",2013-02-22,2013,"Comércio atacadista de medicamentos e drogas de uso humano","Sócio-Administrador ",Demais,Excluido
000012020,153149,2020-01-23,"Dispensa de Licitação","Aquisição de medicamentos para reposição do estoque da Farmácia.",60444437000146,1,"LIGHT SERVICOS DE ELETRICIDADE S A",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1966-09-30,1966,"Distribuição de energia elétrica","Diretor ",Demais,"Nao Optante"
000012020,153149,2020-01-29,"Inexigibilidade de Licitação","Despesa de concessionárias de água, luz e gás encanado na residência terapêutica situada a Rua Professor Gabizo 173a",60444437000146,1,"LIGHT SERVICOS DE ELETRICIDADE S A",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1966-09-30,1966,"Distribuição de energia elétrica","Diretor ",Demais,"Nao Optante"
000012020,153149,2020-01-23,"Dispensa de Licitação","Aquisição de medicamentos para reposição do estoque da Farmácia.",33352394000104,1,"COMPANHIA ESTADUAL DE AGUAS E ESGOTOS CEDAE",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1971-08-11,1971,Captação,"Presidente ",Demais,"Nao Optante"
000012020,153149,2020-01-29,"Inexigibilidade de Licitação","Despesa de concessionárias de água, luz e gás encanado na residência terapêutica situada a Rua Professor Gabizo 173a",33352394000104,1,"COMPANHIA ESTADUAL DE AGUAS E ESGOTOS CEDAE",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1971-08-11,1971,Captação,"Presidente ",Demais,"Nao Optante"
000012020,153149,2020-01-23,"Dispensa de Licitação","Aquisição de medicamentos para reposição do estoque da Farmácia.",33938119000240,2,"COMPANHIA DISTRIBUIDORA DE GAS DO RIO DE JANEIRO - CEG",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1970-01-15,1970,"Distribuição de combustíveis gasosos por redes urbanas","Presidente ",Demais,"Nao Optante"
000012020,153149,2020-01-29,"Inexigibilidade de Licitação","Despesa de concessionárias de água, luz e gás encanado na residência terapêutica situada a Rua Professor Gabizo 173a",33938119000240,2,"COMPANHIA DISTRIBUIDORA DE GAS DO RIO DE JANEIRO - CEG",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1970-01-15,1970,"Distribuição de combustíveis gasosos por redes urbanas","Presidente ",Demais,"Nao Optante"
000012020,153152,2020-01-27,"Inexigibilidade de Licitação","Contratação empresa para manutenção com fornecimento de peças e calibração de equipamentos GE.",00029372000302,2,"GE HEALTHCARE DO BRASIL COMERCIO E SERVICOS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA",Ativa,2006-05-09,2006,NULL,"Entidades Empresariais",2006-05-09,2006,"Comércio atacadista de máquinas","Administrador ",Demais,"Nao Optante"
000012020,153152,2020-02-21,Pregão,"Pregão Eletrônico -  Contratação  de empresa para prestação do serviço não continuado e sem vinculação de mão de obra de manutenção corretiva sob demanda em camas hospitalares  da marca Linet, modelos : LinetSmart,1SMA7945 e 1GV07045",00029372000302,2,"GE HEALTHCARE DO BRASIL COMERCIO E SERVICOS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA",Ativa,2006-05-09,2006,NULL,"Entidades Empresariais",2006-05-09,2006,"Comércio atacadista de máquinas","Administrador ",Demais,"Nao Optante"
000012020,153155,2020-01-16,"Dispensa de Licitação","Prestação de serviço de Conserto em Equipamentos Médicos - Colposcópio.",05599628000179,1,"BIRDMED COMERCIO DE EQUIPAMENTOS MEDICOS LTDA",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",2003-03-06,2003,"Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação","Sócio-Administrador ","Micro Empresa",Optante
000012020,153163,2020-01-15,"Dispensa de Licitação","Transporte de valores do RU/UFSC e CCA/UFSC para o Banco do Brasil, agência Trindade",60860087000107,1,"BRINK'S SEGURANCA E TRANSPORTE DE VALORES LTDA",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1966-07-06,1966,"Atividades de transporte de valores","Administrador ",Demais,"Nao Optante"
000012020,153164,2020-01-23,"Pregão - Registro de Preço","Pregão Eletrônico -  REGISTRO De PREÇOS PARA PRESTAÇÃO  DE SERVIÇO DE TRANSPORTE RODOVIÁRIO DE PASSAGEIROS PARA VIAGENS  INTERMUNICIPAIS E URBANAS A PARTIR DO CAMPUS DA UFSM DE SANTA  MARIA E SERVIÇO DE TRANSPORTE DE CARGAS NOS CAMPI DA UFSM",87767596000138,1,"ARGENTA TURISMO E VIAGENS LTDA",Ativa,2003-07-12,2003,NULL,"Entidades Empresariais",1981-10-13,1981,"Transporte rodoviário coletivo de passageiros","Sócio-Administrador ","Pequeno Porte",Excluido
000012020,153164,2020-01-07,"Dispensa de Licitação","Projeto 'Promoção do ensino de empreendedorismo, tecnologia e inovação'.",87767596000138,1,"ARGENTA TURISMO E VIAGENS LTDA",Ativa,2003-07-12,2003,NULL,"Entidades Empresariais",1981-10-13,1981,"Transporte rodoviário coletivo de passageiros","Sócio-Administrador ","Pequeno Porte",Excluido
000012020,153164,2020-01-23,"Pregão - Registro de Preço","Pregão Eletrônico -  REGISTRO De PREÇOS PARA PRESTAÇÃO  DE SERVIÇO DE TRANSPORTE RODOVIÁRIO DE PASSAGEIROS PARA VIAGENS  INTERMUNICIPAIS E URBANAS A PARTIR DO CAMPUS DA UFSM DE SANTA  MARIA E SERVIÇO DE TRANSPORTE DE CARGAS NOS CAMPI DA UFSM",89252431000159,1,"FUNDACAO DE APOIO A TECNOLOGIA E CIENCIA",Ativa,2001-05-23,2001,NULL,"Entidades sem Fins Lucrativos",1978-11-16,1978,"Pesquisa e desenvolvimento experimental em ciências sociais e humanas","Presidente ",Demais,"Nao Optante"
000012020,153164,2020-01-07,"Dispensa de Licitação","Projeto 'Promoção do ensino de empreendedorismo, tecnologia e inovação'.",89252431000159,1,"FUNDACAO DE APOIO A TECNOLOGIA E CIENCIA",Ativa,2001-05-23,2001,NULL,"Entidades sem Fins Lucrativos",1978-11-16,1978,"Pesquisa e desenvolvimento experimental em ciências sociais e humanas","Presidente ",Demais,"Nao Optante"
000012020,153165,2020-01-22,"Dispensa de Licitação","Contratação de serviços continuados de fornecimento de energia elétrica para o ano de 2020.",10835932000108,1,"COMPANHIA ENERGETICA DE PERNAMBUCO",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1966-11-04,1966,"Distribuição de energia elétrica","Presidente ",Demais,"Nao Optante"
000012020,153165,2020-01-17,"Inexigibilidade de Licitação","Locação do Teatro Guararapes, localizado no Centro de Convenções de Pernambuco, para realização da solenidade de Colação de Graus Geral dos Cursos de Graduação nas modalidades Presencial e à Distância, referente ao semestre 2019.2, a ser realizada",10835932000108,1,"COMPANHIA ENERGETICA DE PERNAMBUCO",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1966-11-04,1966,"Distribuição de energia elétrica","Presidente ",Demais,"Nao Optante"
000012020,153165,2020-03-04,Pregão,"Pregão Eletrônico -  Aquisição de Filtros para purificadores de água usados nos diversos setores da Universidade Federal Rural de Pernambuco   (UFRPE)",10835932000108,1,"COMPANHIA ENERGETICA DE PERNAMBUCO",Ativa,2005-11-03,2005,NULL,"Entidades Empresariais",1966-11-04,1966,"Distribuição de energia elétrica","Presidente ",Demais,"Nao Optante"
000012020,153165,2020-01-22,"Dispensa de Licitação","Contratação de serviços continuados de fornecimento de energia elétrica para o ano de 2020.",10931533000140,1,"EMPRESA DE TURISMO DE PERNAMBUCO GOVERNADOR EDUARDO CAMPOS - EMPETUR",Ativa,2005-09-24,2005,NULL,"Entidades Empresariais",1992-11-06,1992,"Serviços de reservas e outros serviços de turismo não especificados anteriormente","Presidente ",Demais,"Nao Optante"
000012020,153165,2020-01-17,"Inexigibilidade de Licitação","Locação do Teatro Guararapes, localizado no Centro de Convenções de Pernambuco, para realização da solenidade de Colação de Graus Geral dos Cursos de Graduação nas modalidades Presencial e à Distância, referente ao semestre 2019.2, a ser realizada",10931533000140,1,"EMPRESA DE TURISMO DE PERNAMBUCO GOVERNADOR EDUARDO CAMPOS - EMPETUR",Ativa,2005-09-24,2005,NULL,"Entidades Empresariais",1992-11-06,1992,"Serviços de reservas e outros serviços de turismo não especificados anteriormente","Presidente ",Demais,"Nao Optante"
000012020,153165,2020-03-04,Pregão,"Pregão Eletrônico -  Aquisição de Filtros para purificadores de água usados nos diversos setores da Universidade Federal Rural de Pernambuco   (UFRPE)",10931533000140,1,"EMPRESA DE TURISMO DE PERNAMBUCO GOVERNADOR EDUARDO CAMPOS - EMPETUR",Ativa,2005-09-24,2005,NULL,"Entidades Empresariais",1992-11-06,1992,"Serviços de reservas e outros serviços de turismo não especificados anteriormente","Presidente ",Demais,"Nao Optante"
000012020,153167,2020-01-30,"Dispensa de Licitação","Contratação do serviço de emissão de certificado digital A3 E CPF/E-CNPJ com o fornecimento de token, dentro das especificações e normas ICP-Brasil, com validade mínima de 3 (três) anos, e fornecimento de dispositivos para armazenamento de certifi",33683111000107,1,"SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO)",Ativa,2004-05-22,2004,NULL,"Entidades Empresariais",1967-06-30,1967,"Consultoria em tecnologia da informação","Presidente ",Demais,"Nao Optante"
000012020,153167,2020-06-03,"Pregão - Registro de Preço","Pregão Eletrônico -  Contratação de pessoa jurídica para prestação de serviços continuados de limpeza, asseio e conservação nas dependências do Colégio Pedro II, que compreenderá, além da mão de obra, o fornecimento de todos os insumos e materiais",33683111000107,1,"SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO)",Ativa,2004-05-22,2004,NULL,"Entidades Empresariais",1967-06-30,1967,"Consultoria em tecnologia da informação","Presidente ",Demais,"Nao Optante"
000012020,153167,2020-10-01,"Inexigibilidade de Licitação","Renovação de assinatura para o Serviço de Gerenciamento de Normas ABNT coleção.",33683111000107,1,"SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO)",Ativa,2004-05-22,2004,NULL,"Entidades Empresariais",1967-06-30,1967,"Consultoria em tecnologia da informação","Presidente ",Demais,"Nao Optante"
000012020,153176,2020-01-27,Pregão,"Pregão Eletrônico -  Concessão onerosa de espação físico para exploração de serviços de reprografia, impressão, papelaria e livraria.",30289031000175,1,"ALFA GAS COMERCIO E TRANSPORTE LTDA",Ativa,2018-04-24,2018,NULL,"Entidades Empresariais",2018-04-24,2018,"Comércio varejista de gás liqüefeito de petróleo (GLP)","Sócio-Administrador ","Micro Empresa","Nao Optante"
000012020,153176,2020-01-23,"Dispensa de Licitação","Aquisição de 25 botijões para uso da cantina dos servidores (previsão de 1 ano) para UTFPR - Câmpus Cornélio Procópio.",30289031000175,1,"ALFA GAS COMERCIO E TRANSPORTE LTDA",Ativa,2018-04-24,2018,NULL,"Entidades Empresariais",2018-04-24,2018,"Comércio varejista de gás liqüefeito de petróleo (GLP)","Sócio-Administrador ","Micro Empresa","Nao Optante"
000012020,153254,2020-01-09,"Dispensa de Licitação","Bomba submersível para esgoto, 4CV, 220V, 3F, 60Hz, diâmetro de recalque de 3', marca Eletroplas modelo MBC-SUB 22/3, código 17648.6, ou marca Dancor modelo DS 56-40, ou equivalente com características técnicas iguais ou superiores e dimensionais",00057359000103,1,"COMERCIAL DE BOMBAS E MOTORES LTDA",Ativa,2004-08-28,2004,NULL,"Entidades Empresariais",1994-05-03,1994,"Comércio varejista de materiais de construção não especificados anteriormente","Sócio-Administrador ",Demais,Excluido
000012020,153254,2020-01-16,"Inexigibilidade de Licitação","Assinatura de acesso aos serviços do sistema BANCO DE PREÇOS, durante o período de 12 meses.",00057359000103,1,"COMERCIAL DE BOMBAS E MOTORES LTDA",Ativa,2004-08-28,2004,NULL,"Entidades Empresariais",1994-05-03,1994,"Comércio varejista de materiais de construção não especificados anteriormente","Sócio-Administrador ",Demais,Excluido
000012020,153254,2020-08-20,"Pregão - Registro de Preço","Pregão Eletrônico -  Aquisição parcelada de Acessórios de Informática destinados às diversas unidades gestoras da UFMG.",00057359000103,1,"COMERCIAL DE BOMBAS E MOTORES LTDA",Ativa,2004-08-28,2004,NULL,"Entidades Empresariais",1994-05-03,1994,"Comércio varejista de materiais de construção não especificados anteriormente","Sócio-Administrador ",Demais,Excluido
